score,review,y
5,명심하세요.삼겹살은 육전식당 입니다.본점갈필요없어요.사장님 운영정신 좋으십니다.,1
3,"3~4점 정도고기는 150g에 16,000₩으로 올랐어요오늘도 나는 다른 고깃집을 찾아 떠난다....",0
3,고기 맛있습니다. 오랜시간 웨이팅 해야하는지는 잘.,0
5,,1
5,고기 육즙 굳 사람 많아서 노굳,1
5,,1
5,진짜여기는 언제먹어두 마싯슴 근데 친절하기까지함 ㅠ3ㅠ,1
3,"서비스는 좋음. 그러나 이 가격에 먹을 만한 품질은 아니라는 생각. 비계가 많고 질긴 고기를 크게 썰어주기까지 하니 먹기 불편했고, 사이드로 시킨 된장찌개와 냉면도 평범한 수준이었음. 게다가 서빙하는 종업원들과 달리 요리사들은 마스크를 벗고 있어서... 불 앞에서 일하느라 더운 건 알겠는데 시국이 시국이니만큼 좀 더 신경써줬으면.",0
4,맛있다. 하지만 서울 Top1은 아니라고 생각된다.,1
4,삼겹살이 과장 많이 안하고 녹아없어지는 경험은 처음인거같아서 또가고싶다.,1
4,먹어본 돼지중에 최고,1
5,,1
5,하남돼지집이랑 투톱,1
4,고기는 맛있는데 사람이 많아서 약간 시장통 분위기,1
2,그럭저럭~,0
1,삼겹살 시키면 잘 보세요 비계덩어리에요. 비계가 80%라서 바꿔달라고 해도 안바꿔주려고 난리임. 기분더러움. 고기가 아닌 걍 기름덩어리던데 비싼데 돈아까움.,0
2,고기가 너무 질긴데 크게 썰어주니까 턱아픔명성이 자자한 육전식당은 강남점은 아닌걸로...,0
4,,1
3,,0
5,직원분들도 너무친절하시고 부족한거 있으면 눈치빠르게 가져다주심 고기도 너무 맛있어요 꼭 가보시길 으이!,1
4,완전 친절하고 완전 맛있음 특히 목살. 양이 조금 적은게 아쉬워서 4개,1
4,서비스 맛 가격이 고퀄명이나물은 굳이 시켰다 싶은게 다른 찬이 다 괜춘함,1
4,가격을 비싸지만 맛있고 구워주니 좋음,1
4,재방문 의사있음,1
5,완전 맛있었음.4호점 오픈하고 얼마안됐을 때 가서 5시 조금 전에 가서 오픈전까지 잠깐 기다린터라 별로 안기다려서 더 좋았던 기억.,1
4,진짜 지금까지 먹어본 돼지고기 중 역대급. 고기질도 좋은데 맛있게 잘 구워주시는 것도 커요.별 하나는 웨이팅 너무 심해서 뺐어요. 금요일 퇴근하고 갔더니 한시간 반 기다렸어요ㅠㅠㅠ,1
4,맛있고 (목살이 맛있음)친절하나 웨이팅이 있어 밀어내기식 운영이라좀 정신없었어요.성인남자 둘이서 넉넉하게 (터질정도 아니고)먹으면 8만원은 그냥 깨집니다.,1
4,고기자체로만 본다면 맛있습니다. 다만 가격에 비해 양이 너무 적어요ㅠㅠ 특히 볶음밥이 왜 4천원인지는 모르겠습니다..,1
5,,1
5,저의 최애 돼지집!!삼겹살과 볶음밥 정말 강추합니다.,1
5,"친절한 매니저님, 서버분들은 기본 베이스. 고기는 말도 못할 정도로 늘 최상으로 맛있고, 곁찬부터 된찌까지 나무랄 데가 없다. 웨이팅만 없다면 근방 식당에서 단언컨대 원톱이라 자부함. 갈 때 마다 늘 기복없이 기분 좋게 식사할 수 있도록 해주셔서 감사함.",1
4,목살 너무 취저!! 냉면도 얇은면이라 너무 좋음. 고기도 맛있고 냉명도 맛있어! 일하시는 분들도 너무 친절하고 유쾌하심!! 근데 별 하나 빼는 이유는 대기 시간이 길고 ㅠㅜ 명이 나물 2천원 추가라서 눈물 또로로 ㅠㅜ 그래도 또 갈께요!!!,1
4,점심 제육볶음 좋습니다.,1
1,"일본인 친구랑 먹으러갔는데 (일본어로 대화하고 한국어 다 알아들음)밤 10시정도 됐을때 여자직원분께서 ""일본인ㅈㄴ안간다"" 이러시는걸 들어서 기분이 상당히 안좋았습니다... 밤 11시까지 영업인걸로 아는데 화장실도 10시부터 잠가버리시고ㅠ 담부터는 웨이팅이 길더라도 다른 지점으로 가볼게요",0
5,개맛집.,1
3,,0
5,이 맛을 위해서라면 웨이팅은 물론 웨이터도 될 수 있어!,1
4,,1
3,너무 맛있고 직원들도 친절한데 돼지같이생긴 여자가 너무 싸가지없음 완전 똥씹은표정짓고 일하기싫으면 집에가던지.. 왜나와서 밥먹으러온사람들 기분잡치게만드는지 이해가안가네요,0
5,,1
4,,1
5,,1
4,계산하는분빼고는모두가 너무친졀!!!!또갈거에용,1
5,항정상 목살 먹었는데 맛있었어요6시 전에 가서 앉아 먹었는데 6시 이후로는 줄서더라구요저 고기 구워주신 직원분도 매우 친절했어요팁 드리고 싶었는데 현금을 안들고 다니는 죄인이라...ㅜㅜ,1
2,여기 고기가 질겨요. 육즙도 그리 호평할 정도는 절대 아닙니다. 줄 까지 서서 먹을 이유가 전혀 없는듯;; 그리고 직원들이 불필요한 말들을 너무 많이 해서 불편합니다. 가격만 비싼거지 품질이나 서비스는 평균수준입니다.,0
5,,1
1,5살 남자아이와 갔습니다.매우 순하고 있는지도 모르겠는 시끄럽지않는 아이입니다.잠시 아이가 일어났다가 앉는 사이 사이다컵이 닿아 쓰러졌습니다.아이도 표정이 놀랐고 저는 빨리 앉으라며 여기서 일어서면 안된다고 주의를 주었습니다.그때 여자 직원분이 보시고 닦으러 오시면서 아이에게 그러니까 의자에서 일어나면 안된다며 단호한톤으로 혼을 내셨습니다.아이가 놀라 평소와다르게 참는듯이 소리를 작게내며 울었습니다.그러니 여자직원분이 아이고 약하게 여자네 여자~ 라고 하셨습니다.아이가 저에게 요리사는 무섭다고 작게 속삭이며 울먹였습니다.요리사 트라우마가 생긴것같습니다.굳이 부모가 제어하고있는 와중에도 그러셔야했는지^^;요새 맘ㅊ맘ㅊ 난리니 혹여 오해받을까 그냥 지나치고 왔습니다.,0
5,웨이팅은 한 15분 정도..? 직원분이 몹시 친절했어요 ㅎㅎ 고기는 다른분들 평처럼 맛있어요~,1
2,,0
5,굿,1
5,웨이팅에 놀라고 고기 구워주는거에 놀라고 고기 육즙에 놀라고  가격에 놀랐다. 돼지를 소처럼 먹은건 처음인데 정말 부드럽고 맛이 좋아요,1
5,5점줌 개인적으로 하남돼지집보다 맛잇음 우리나라 원탑된장찌개 볶음밥도 맛잇음 가격은 좀 부담됨그냥맛잇고 밑반찬도 훌륭 최고임,1
5,내가 먹은 삼겹살 최고 맛집,1
5,韓国で一番おいしいサムギョプサル店。ザ・ブースのクラフトビアも置いてあります。新設洞にある本店の方が、さらにおいしいですよ！,1
2,,0
4,고기 맛있는데 웨이팅이 좀 길고.. 냉면 볶음밥 등 살짝 맛이 아쉽습니다. 찬은 정갈하게 나오는 편이에요!,1
4,웨이팅 외엔 좋음,1
4,뛰어나게 맛있는 건 아니지만 모임하기 괜찮은,1
4,"프렌치랙, 등심이 맛있습니다. 숄더랙은 질겼어요. 사이드로 고추 명란밥 추천드립니다. 직원이 구워주기는 하나, 손 댈 필요 없을 정도로 신경쓰지는 않으니 이 점 유의하세요.",1
4,양고기 냄새 전혀없고 부드럽습니다 처음드시는 분들도 거부감 못느끼겠어요직접 구워주어 편합니다 6명이 배불리먹고 30정도 나왔어요 와인콜키지 2인당1병 무료,1
5,,1
1,돈많이 벌어서 배부른집,0
1,맛이 좋아 4번 방문했었습니다.5번째 방문하려는데 매우 불쾌하네요. 매니저이신지 사장님이신지. 시간이 가면 갈수록 불친절해지시더니 정점을 찍어 다신 방문의사 없습니다. 브레이크타임에 대한 내용이 안내문마다 달라 브레이크타임 종료시에 들어갔더니 브레이크타임 종료는 맞는데 30분의 추가 세팅시간이 있으니 30분있다가 다시 방문해달라는 어이없는 소리를 계산대 책상에 몸을 기대서 건성 건성 답변해주시더라고요. 정말 맛때문에 그냥 참고 다녔었는데 삼성점이랑은 다른 태도에 시간이 더걸리더라도 다시 삼성점으로 방문할 생각입니다. 리뷰확인하시고 헛걸음하지 않길 바랍니다.,0
4,"맛 좋습니다.예약시스템, 합리적 가격, 좋은 위치단, 룸은 구워지지않는 시스템은 조금 아쉽습니다 참고해주세요!",1
4,"일단 맛도 있고 서비스도 잘 갖춰져있다. 이런 곳은 하란데로 하는게 좋다. 서비스란게.. 받는 사람도 하기나름. 꽉찬 테이블 왔다갔다 하면서도, 잘 구워주고 챙겨주었다고 생각한다. 매우 미숙하지만 엄청 노력해준 새알바분도 땡큐.",1
4,맛있는 편.2인은 바 좌석 밖에 못 앉아서 상당히 불편하다.직원이 직접 구워주다보니 따닥따닥 앉히는 것도 불편.4인 이상부터만 예약 가능.입구쪽에서 안내하는 남직원 상당히 고압적.분위기는 좋고 고기도 신선한 편.특제 소스는 살짝 찍는 게 아니라 듬뿍 찍어먹는 게 맛있다.사이드 메뉴 중 라멘과 고추명란밥은 둘 다 간이 좀 세다.,1
5,,1
3,친절한듯 하지만 부족한 점이 많은 서비스..맛없다고 하긴 애매하지만 그렇다고 뛰어나게 맛있지도 않음…,0
5,"고메램 강남점에서 지인과 모듬양갈비로 맛있는 양고기 숯불구이를 먹었다. 처음 먹어보는 양고기구이였는데, 각 부위와 먹는 방법에 대한 설명으로 양고기를 맛있게 먹어볼 수 있었다.",1
5,너무 맛있어요 앉은 자리도 편하고 인테리어 분위기 너무 좋네요 사이드메뉴도 짜지않고 전반적으로 구수한 맛이여서 더 좋았어요~,1
5,맛있어요!! 분위기도 좋고 담에 또 가야겠어요 ㅎㅎ굳굳,1
2,"야채는 직접 구워 먹어야 합니다. 맛있는 익힘정도로 잘 구워주던 양갈비 전문점 가다가 그냥 굽기만 하는 곳에서 먹으니 내가 직접 구워먹는게 낫겠다 싶어요! (겉은 타고 속은 안익고, 와규 등심은 삼겹살처럼 바싹 태우더라구요) 재방문 의사 없어요!",0
5,맛있네요 분위기도 좋고 고기도 다 구워주시고 다 좋습니다,1
4,괜찮앗어요 재방문 의사 잇는데 낫또밥은 너무 비림 ㅠ,1
5,좋아요 와인 콜키지도 됨!,1
3,분위기 짱 좋음 금요일밤에 가니까 웨이팅 좀 있음! 예약 꼭 하고 가시길! 양갈비는 언제먹든 맛있는데 고기 구워주는 직원분 스킬이 아쉬웠다.. 양갈비는 자고로 센불에 고기 겉면 빠짝! 익히고 미디움으로 먹는게 최곤데… 숯빼주실때보니까 숯 양이 적었던거 같아서 불이 약했던거 같기두 하당 그리고 양갈비 뼈대쪽은 더 오래 익혀야 살이 익는데 너무 대충 주셔서 나중에주신 뼈대는 안익은 상태였다 솔직한 맘으론 내가 굽고 싶었다ㅋㅋ ㅠ 그래도 분위기는 좋다.. 고기맛도 좋고.. 고기구워쥬는 직원은 복불복이니 어쩔수없는 것.. 흑흑,0
5,맛 굳친철 굳,1
3,1년만에 다시 방문평점 5점에서 3점으로 바꿔요맛은 달라진게 없는데….,0
4,"맛있고 비쌉니다!모둠2인분, 된장찌개",1
1,친구 추천으로 생일날에 일부러 주말에 방문.코로나로 손님도 없었고 테이블 자리도 텅 비었지만 시간이 몇분 남지 않았다는 이유로 고기도 많이 남았고 가격도 싸지 않은데 눈치없이 불판을 빼서 이해가 안대고 직원의 서비스도 너무 마음에 안듬...두번째 방문이지만 너무 실망이며 직원의 사과 하는태도도 너무 성의가 없어서 강남 매장은  두번다시 방문하고 싶지가 않네요......완전 실망,0
5,,1
5,김희X 직원분이 상당히 고기를 잘 구우십니다 ~ !,1
5,맛있습니다,1
5,흠 존맛인정,1
2,장점 - 1. 맛있음 2.콜키지 프리 3.위치단점 - 1. ⭐️불친절⭐️ 말하고 있는데 무시하고 가는 직원은 처음 봄ㅋㅋ근데 더 짜증나는건 들어올 때 부터 기분 나빴는데 그 직원이 처음부터 끝까지 고기 구워줌 검정색 마스크 코 반까지만 쓰고 나이가 좀 있으시던 분^^옆테이블은 나이대가 높아서 그런지 열심히 설명해주더니ㅋㅋ 우리는 걍 고기만 구워 줌 양파도 더 달라고 하니까 숙주 넣어서 드세요 라고 하고 가더니 옆테이블이 달라니까 바로 갖다줌ㅋㅋㅋ 내가 원한 건 양파였는데요?2. 채소가 미리 세팅 되어 있음 - 예약해서 그런 줄 알았는데 그냥 시간 줄이기 같아서 보기 안 좋음맛있지만 불친절한게 너무 쎄서 재방문은 고민 좀 할 듯ㅋㅋ,0
4,맛있음,1
2,"방문은 19시 50분쯤 했는데, 20시에 주문 마감하신다 함. 어느정도 먹고나서 추가로 이것저것 주문하고 싶어 아쉬웠지만, 사회적 거리두기 때문에 21시까지만 영업이 가능하고 나 또한 충분히 늦게 방문했음을 인지했으므로 이에 대해서는 불만이 없다.좋은 점- 고기 상태는 정말 좋고, 직원분들이 어느정도 구워주셔서 비교적 편하게 먹을 수 있다. 밑반찬 류도 고기와 잘 어울리는 편이었다.- 2명이 방문해서 모듬 2인분 주문하고, 모바일 쿠폰으로 등심 1인분도 서비스로 나와서 같이 먹었다. 서비스지만 고기의 질은 똑같이  좋았다.아쉬운 점- 예약하고 간 것도 아닌데, 이미 테이블 셋팅이 되어있었다. 마감이 가까워 시간을 아끼려고 그런건지는 모르겠지만, 밑반찬 중 하나가 표면이 말라서 수분기 없이 고춧가루만 들러붙어 있던게 상차림한지 꽤 오래되어 보여서 다른 밑반찬은 먹어도 그건 안먹었다.- 모바일 쿠폰 기한이 오늘(17일)까지였는데, 직원이 날짜를 착각해 못쓸뻔했다. 단순한 착오로 인한 해프닝이었지만, 앞의 테이블 셋팅과 맞물려 좋지 않은 인상을 남겼다.- 다른 리뷰들과 달리 친절함을 느끼기 힘들었다. 처음에 고기 구워주시던 분은 어느정도 설명해주시면서 비교적 친절히 응대해주셨는데, 우리가 마지막 손님인데다 그 전에 있던 손님도 얼마 없었음에도 나머지 직원들은 마감 준비로 바쁘셨는지 적극적인 응대는 없었다. 결국 눈치껏 알아서 구워먹다가 쫒기듯 계산하고 나왔다.음식은 맛있었는데, 응대가 만족스럽지 못해서 아쉽지만 재방문 할 일은 없을듯 하다. 다른 리뷰들이 칭찬 일색이라 기대가 컸나보다.",0
5,,1
5,,1
4,분위기도 좋고 직원분도 친절하셔서 좋았어요! 설명 하나하나 친절하게 해주시고. 무엇보다 콜키지 프리라 좋아요,1
1,핵노맛식당 분위기가 1점,0
5,"주말엔 점심특선 안 됨ㅠ안 바쁠 때 가서 그런지 하나하나 잘 구워주시고 육즙 굿미디움으로 먹어야 맛있다 함사이드도 다 맛있다하이볼, 고메볼(고량주 하이볼) 존맡탱비싼 게 흠",1
5,맛있고 직원분들이 친절해서 좋아요. 가성비도 좋음. 생각보다 고기가 많이서 한꺼번에 안시키는걸 추천. 와인은 여기서 안마셔봐서 모르겠어요. 아마도..? 괜찮을듯,1
5,"새로 생겨서 정말 깨끗한 인테리어, 마감시간에 지켜봤는데 다 깨끗이 청소하길래 신뢰... 직접 구워주셔서 맛도 훌륭하고 소스나 찬도 좋았다. 와인콜키지도 병당1만원에 서비스가 좋다. 말 한마디를 해도 좋게 해주는 서비스에 기분이 좋은 곳.",1
3,고깃집은 점심에 방문하는게 훨씬좋다는게 변하지않는생각두번방문했는데 한번은 저녁에 방문해서 별로였고 점심에 방문했을때는 괜찮았음외진데있었고 아르바이트월급을 좀 많이준다던가해서 직원을 강화시키면 나쁘지않은집 여유로울때와 바쁠때의 갭이 너무큰게 단점,0
2,굳이 재방문 안할거 같네요.  고기 자체는 괜찮아서 2개입니다. 고기자체 맛은 평균이상이였지만 직원이 고기를 못굽고 서비스도 너무 별로네요. 고기가 아직 덜 익었는데 가위로 잘라서 육즙 전부 빠지게 하고 자를거면 한번에 먹을수 있게 잘라야하는데 너무 건성으로 뭉텅뭉텅 잘라서 결국 제가 직접 하나하나 잘랐습니다.  동일한 가격에 훨씬 맛있고 서비스도 좋은 가게 많습니다. 직원분들 전부 바꾸시고 교육다시해야 합니다.,0
1,비싸고 고기다태우고물도 안갖다줌.. 숯도 안갖다줌...손님이 오든말든 신경안씀...서비스가진짜개구림...가격은 진짜비싸면서 서비스가 구림,0
3,그냥 그래요!,0
5,맛있습니다 ㄹㅇ,1
1,"고기는 질이좋아보이나 서비스가 다 별로임사람이 안친절하다기보단 1인분에 17000원인 삼겹살을 먹으면 보통구워주기마련.물론 안구워주는게 아니다. 다 태우면서 굽는다.특히 비계쪽이 많이 탔고, 직원분께 얘기를 해서 탄부분을 잘라서 주셨다. 빡치지만 그래도 못먹는건 아니니 괜찮았다. 추가로 고기를 더 주문했는데, 불판에 올려두고 직원들끼리 떠들고있었다.보다못해서 결국 직접구웠다. 한줄평 : 불이 너무 세면 숯을 덜 넣던가 아니면 계속 고기를 안타게 구워주던가 170g에 17000원에 고기를 먹으려는 이유가 있는데 그 이유를 싸그리 무시한 가게.",0
2,"콜키지프리, 이베리코목살은 퍽퍽했고 삼겹살 맛집(2022-09-16 재작성)콜키지 2만원. 더 이상 찾아 갈 이유는 없는 곳. 고기는 맛이 있는 편이지만 굳이? 이 가격에? 숙대입구역 모 삼겹살 집을 벤치마킹 한 느낌은 기분 탓인지",0
3,"삼겹살, 목살, 이베리코목살 모두 시켰었는데, 다 기억에 안남는다.특히 이베리코목살은 육안상 마블링은 좋았는데 '차이가 뭐였지?' 싶음.맛은 강남은 워낙 고기집들이 전쟁중이라 상상가는 그 맛이다.두툼한 고기 숯불에 잘 구워서 먹는 맛.된장술밥 그냥그랬고, 비빔국수가 맛있던거로 기억난다.남자분들은 설명이나 고기굽는거나 잘 응대해주심.종업원중 되게 성격이 날카로운 여자분 한 분 계셨는데 아직 잘 다니시려나..?어차피 우연히 방문한거라 다시 갈 일은 없겠지만.",0
5,,1
5,우리 밍구가 아주 좋아해요~^^,1
1,,0
4,,1
4,,1
1,서비스 진짜 별로임.. 친구보다 5분정도 먼저와서 고기시켜놓고 잠시 기다리고 있는데 다른분 언제오냐고 겁나 물어보면서 눈치줌...최악의 서비스.. 강남에 이런데가 잇다니 충격임.직원분중이 키작으셧던 분 같은데 진짜 최악이고 드러웟음,0
5,,1
5,맛있음 반찬도 굿,1
4,,1
5,맛나게먹었어요,1
1,"숯불, 석쇠(그릴)위에 고기를 굽다보니 연기가 너무 심한건 둘째치고 고기에 그을음이 코팅되는군요.목살에 마블링처럼 보이는 부분(목살에 웬 마블링?)은 먹어보니 힘줄 같네요.등받이 없는 의자도 불편해요. 포장마차도 아니고 이 가격에...",0
3,그나마 먹을만한건 이베리코 목살,0
1,"애매하다. 목살은 너무 질겨서 충정로 *툼 보다 못하고, 항정살은 기름덩어리라 남영동 **돈만 못하고, 삼겹살이랑 된찌가 그래도 그나마 제일 낫다. 별 3개가 적당한데, 현 평점이 너무 높아서 1개 드려본다. 웨이팅하면서 먹을 곳은 아닌듯.",0
5,숙성돼지라 맛있었어요~~친절하시고 고기도 잘 구워주세요추가주문도 테블릿으로 해서 편하고단점은 늦게가면 웨이팅이 있다는 점??,1
4,괜찮음,1
4,,1
5,진심 대박 맛있고!특별한건 직원분이 끝까지 구워주시는게 최고!내 인생  최고의 고기집이였음!,1
1,고기는 맛있는데직원분들 태도는 그닥...내 돈 주고가는데 왜 내가 가게직원 눈치를 봐야 하지?,0
1,20분다되도록 고기안나와서 두번이나 얘기했는데  죄송하다는 말도 그닥 성의없이 하시고 고객응대 서비스는 최악이었습니다.  고기는 맛있긴 함.,0
5,걍개마싯윰ㄹㅇ 좀비싸긴함,1
5,고기는 맛있어요~,1
5,고기 맛있어요ㅋㅋㅋ된장밥 도 맛있고 비빔국수도 맛있고유명해지기 전 부터 갔는데 .. 하 맛집이 되버려서 줄을 서야해서 우울하네요 ㅋㅋ,1
5,이름값 갑 한입먹자마자 육즙 오지고 개존맛탱,1
5,강남역 고깃집중에서는 최고입니다~고기자체 숙성이잘된건지 확실히 일반 체인점고깃집들하고는 차이가 있네요 ㅎㅎ,1
1,직원들이 불친절. 바빠서 그런건 이해되는데 고기먹으러 갔다가 기분 잡침.,0
1,"별점 1점도 아까운 수준의 서비스그렇게 저렴한 가격도 아닌 곳이 서비스는 왜저렇게 저렴한지 모르겠음.  처음에 웨이팅 있냐고 전화로 물어봤는데, “웨이팅 있어요?” “네” -> 웨이팅 있냐고 물으면 몇 팀정도 혹은 얼마나 기다려야하는지 말해줘야하는데 네 라니..?강남역에 딱히 먹을만한 곳이 없어서 갔는데, 일하는 알바생들은 화가난것처럼 돌아다면서 고기굽는 실력도 형편이 없고 그보다 더 화나는 건 뭘 물어봐도 대답을 제대로 하지도 않고 지혼자 웅얼웅얼알바인지 직원인지 (머리긴여자) 고기굽다가 튀겨놓고는 못본척하길래 사과 안하냐니까 “몰랐어요 호호 죄송합니다 ㅎㅎ”  내내 썩은 표정으로 다니다가 그때 웃는 모습 처음봄.  사과하라니까 왜웃는지 모르겠음. 생고기는 그럭저럭 먹을만했지만, 가장 최악의 메뉴는 된장술밥, 양념돼지갈비였음. 사장님 된장술밥 연구 좀 하세요. 그냥 된장찌개에 공기밥 말아서 오는게 된장술밥인가요?양념돼지갈비는 세상에서 그렇게 맛없는 갈비는 처음 먹어봄. 인공조미료(쇠고기다시다) 맛에 세상 달고 짜고 알바생은 자꾸 태워먹고 그냥 최악임.  마무리 메뉴로 시켰는데 최근 식사 중 최악의 식사로 기억됨.  절대 가지마세요. *들어가자마자 손님취급을 못받아서 기분 나빠서 음식사진을 안찍어서 올릴 사진이 없었습니다. 된장술밥은 너무 어이가 없어서 찍어둠.",0
4,돼지고기 깔끔하게 먹고싶을때 가는 집늘 웨이팅이 있습니다,1
1,별 1점도 아까웁니다점심에 돈 내고 불친절함 느끼고 싶으면 가세요들어왔는데 안내는 커녕 인사도 없고테이블 셋팅도 우리팀보다 늦게 온 사람들부터 해주고 바쁜 것 같아 뒤에 올려진 물수건 가져다가 썼더니 그거 아니라면서 우리팀 옆팀 보는 앞에서 던지시더라구요? 몰랐다고 죄송하다고 했는데 아주 감사합니다ㅋ 옆팀도 얼마나 놀랬으면 대화를 중단했을까요그나마 진정하고 보는 앞에서 왜 그런거냐고 물었더니 못들은 척 하던데요ㅋ상황설명했더니 말했으면 가져다드렸을텐데 죄송합니다? 장난하세요? 불러도 안오고 주문만 대충 듣고 가셨잖아요그 뒤로도 우리테이블 뒤로 오기만하면 물건을 함부로 던지고 떨어뜨리고 난리치던데요일을 하기 싫으면 그냥 집에서 백수하세요처음으로 고기 돈주고 먹으면서 이런 대우 받고 갑니다,0
4,맛있긴한데 자리가 너무 협소하고 하남돼지가 더 맛남,1
4,고기집에서 고기가 가장 특별했으면 그걸로 충분비싼 임대료 때문인지 미식의 불모지인 강남역에서 이정도면 훌륭하다.목살과 껍데기 항정살 추천,1
3,먹을거면 삼겹살말고 무조건 목살. 껍데기 항정살 먹고싶었으나 늦은시간이라 품절. 강남부근 괜찮은 맛집찾기가 너무 힘들어서 이정도면 나쁘진 않았지만 가격대비 반찬이 부실하고 고기 구워주는것도 좀 설렁설렁 느낌이 있음. 요즘 이런 프리미엄 느낌의 고깃집이 많기때문에 굳~이 재방문은 흠..? 근데 목살은 진짜 맛있게 먹음.,0
5,강남역에서 몇 안되는 찐맛집 인정!!이름에 걸맞게 육즙터지는곳.웨이팅이 길었지만 충분히 웨이팅 할 만한곳이었어요.,1
5,"강남역 지역, 특히 지오다노 뒷골목 쪽은 프랜차이즈만 즐비하고 고기 먹을 곳이 없었는데 이 곳이 생겼습니다. 고기 퀄리티가 상당한데 거기다 직원들이 직접 구워주니까 편하고 더욱 맛있어요. 저는 특히 목살이 정말 마음에 들었습니다. 와인에 한해서 콜키지 프리니까 돼지고기에 와인 곁들여 먹기 좋아하시는 분들은 참고하세요!",1
4,가격이 저렴해 보이지만 맛있어서 먹다보면 많이 먹어서 계산 할 때 금액에 깜놀하는 곳이다. 하지만 어디서 먹더라도 이 곳 보다는 비쌀 것이다. 항정살이 한정수량이지만 먹어보니 역시 삼겹살이 제일 맛있으니 이 점 감안하면 좋을 것 같다. 사이드 메뉴 중 계란찜은 왠지 쫀득 한 게 내 입맛에 딱 맞다. 강남역에서 맘 놓고 배 불리 먹어도 적당한 착한 가격은 “참 잘했어요~” 도장 세 개 쯤은 찍어 줄 만한 퀄리티이다.참고로 모든 고기는 직접 구워주기 때문에 대화에 집중할 수 있어 좋은 곳이다.,1
1,고기가 맛없기 어려운데 진짜별로ㅠㅠ 재래기나 뭐 양파절임 이런거 하나도 없고 목살은 원래 퍽퍽하다쳐도 삼겹살도 퍽퍽함알바가 못자르는건지 비계만 있거나 살코기만 있거나 하는경우도 있었는데 기본적으로 가격대비 너무 맛없음. 퍽퍽하고 육즙은 찾아볼슈도 없었다.. . 내가 평소 좋은것만 먹고다녀서 입맛이 높은건지 ㅋㅋㅋㅋㅋ네이버블로그 리뷰보고 갔는데 사람들입맛 도랏나싶음 ㅠㅜ 나도 블로그에 올리고싶은데 모임때문에 간거라 사진1도 안찍은게 아쉽,0
5,,1
5,곱창 너무 맛있었어요~~! 양도 두명이서 모둠 딱 배부르게 먹음! 그리고 볶음밥이 진짜 최고!! 그리고 옆자리에 곱창 다 먹어놓고 얼마없을 때 볶음밥 먹기 직전에 곱창이 너무 질기다며 이모님께 먹어보라하고 말 꼬투리 잡으면서 시비 터는 개진상 손님 있었는데 끝까지 친절하게 응대하신거 인상 깊었어요 ㅜㅜ 곱창 하나도 안질겼는데.. 고생하시네요~!,1
3,정말 맛있다고 생각했는데 리뷰보고 떠올리니까 앞치마 주머니에서 가위 꺼내서 이 테이블 저 테이블 다 잘라주고 건더기 묻은 국자로 또 다 퍼주시고 다니는 거 역겹긴 하네요 그치만 맛있었어요 반찬 리필칸도 텅텅 비었고 바닥도 더러웠지만 나쁘단 생각은 별로 안 들었구요 근데 다만 다닥다닥 붙어있어서 옆 테이블 하는 말이 다 들렸는데 볶음밥이 안나왔다고 혹시 주문 안들어갔으면 그냥 취소해달라 하니까 사장님은 지나가며 주문 들어갔다고 훽 가버리고 아주머님은 이제 들어갔다고 죄송하다고 하고 좀 웃겼네요 사장님 손님 말을 좀 들으세요,0
5,곱창 맛있어요,1
5,존맛탱입니다 한달에 3번감 3번 다 다른 사람이랑 갔는데 다 맛있다함 대창이 개고소함,1
1,"진심 최악.  기름 빠지는데가 없어, 아주머니가 같은 국자로 모든 테이블 기름을 뜨고 다님. 손님들 먹고 있는데 와서 중간중간 기름 떠냄. 코로나 시국이 아니더라도 위생관념 최악. 곱창도 기름이 심하게 많고 느끼함.",0
4,마법의 가루가 더해진 지글지글의 맛. 역시나 맛있다. 그런데 기름이 온 가게에 퍼져있어서 먹는 내내 미끌미끌한 기분.. 그래서 그런지 먹고나서 더 기름진 누낌. 깔끔한 가게 분위기는 아님. 하지만 맛은 인정.,1
1,위생관념 제로 직원분들 같은 집게 가위로 수십테이블 돌아다님. 앞치마 주머니에서 소독이라도 되는건가.. 매순간 손님들은 곱창 집어먹는중. 다 섞일텐데..,0
1,맛은 있지만 직원 실수를 손님한태 뭐라하면 어쩌라는건지,0
5,,1
2,아 진짜...... 일단 양념같은것도 안 되어 있어서 너무너무 과하게 느끼해요 원래 곱창이 느끼하다지만 이건 좀...선넘음  글고 직원이 볶음밥 나중에 시켜도 된다해서 나중에 시켰는데 여사님이 왜 지금 시키냐는 식으로 눈치 줬어요 김가루도 말 하니까 그제서야 아맞다 하고 갖다 주시고.. 그냥 김치랑만 비벼 먹을 뻔 ㅠ 근디 볶음밥은 개존맛이라 1점 추가로 더 드립니다,0
1,여기 알바생 인지 직원인지 모르겠는데 교육 다시 시키세요;; 밥 다먹고 나갔다가 잠깐 화장실 급해서 다시 들어가서 잠깐 화장실 쓰려고 했는데 x발 마감 해야되는데  이러시면서 궁시렁되시고 일부러 다 들으라고 하는 것 처럼 하네요 ㅋㅋㅋㅋㅋㅋㅋ 진짜 뭐하자는건지 상당히 기분 나쁘네요 못 배운거 티좀 내지 마십쇼 모자라신건가 그냥…,0
4,곰창 개꿀맛 추천,1
